question;questionText;type
urn:CogComp:id:2105;Who wrote the book , `` The Grinch Who Stole Christmas '' ?;Agent
urn:CogComp:id:133;What athlete makes the most money from sports merchandise sales ?;Agent
urn:CogComp:id:928;What is Candlemas Day ?;String
urn:CogComp:id:823;How many Gutenberg Bibles are there ?;Number
urn:CogComp:id:4489;What is yohimbine ?;String
urn:CogComp:id:1531;What wheel did Blaise Pascal invent in a search for perpetual motion ?;Number
urn:CogComp:id:1214;What is Bill Gross 's email address ?;Number
urn:CogComp:id:504;Name a film in which Jude Law acted .;Work
urn:CogComp:id:4285;What is a fear of robbers ?;Disease
urn:CogComp:id:1996;Who played for the Chicago Bears , Houston Oilers and Oakland Raiders in a 26-year pro football career ?;Agent
urn:CogComp:id:3072;Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?;Work
urn:CogComp:id:1958;Who wrote ` Hamlet ' ?;Agent
urn:CogComp:id:1384;What book did Aaron Hass write ?;Work
urn:CogComp:id:894;What auto race was Wilbur Reed the first to win three times ?;Activity
urn:CogComp:id:455;What household facility contains a float ball , ballcock , and overflow tube ?;Number
urn:CogComp:id:4580;What are the unemployment statistics for the years 1965 and 1990 ?;Number
urn:CogComp:id:3709;What is the name of the highest mountain in Africa ?;Place
urn:CogComp:id:4563;What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?;Agent
urn:CogComp:id:4268;How many objects orbit the Earth ?;Number
urn:CogComp:id:3522;What is `` the computer for the rest of us '' ?;String
urn:CogComp:id:4134;When was the last major eruption of Mount St. Helens ?;DateTime
urn:CogComp:id:3602;What kind of habitat does the scorpion live in ?;Number
urn:CogComp:id:713;Who fired Maria Ybarra from her position in San Diego council ?;Agent
urn:CogComp:id:4186;What is object-oriented design ?;String
urn:CogComp:id:2214;Where is Kings Canyon ?;Number
urn:CogComp:id:2923;What is the difference between a classical and an acoustic guitar ?;String
urn:CogComp:id:1810;Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?;Number
urn:CogComp:id:3486;What occupation has the highest divorce rate ?;String
urn:CogComp:id:3141;What should you do for an ankle sprain ?;String
urn:CogComp:id:1827;Who directed The Wild Bunch ?;Agent
urn:CogComp:id:1155;What do the letters ZIP stand for in the phrase `` ZIP code '' ?;String
urn:CogComp:id:1324;What 2th-century fictional character attends Pencey Prep School ?;Agent
urn:CogComp:id:4312;When was the Big Thompson flood ?;DateTime
urn:CogComp:id:510;What does a chairbound basophobic fear ?;Number
urn:CogComp:id:1680;What stringed weapon fires a bolt ?;Number
urn:CogComp:id:499;What is viscosity ?;String
urn:CogComp:id:4482;What kind of creatures are black , yellow , and brown bullheads ?;Species
urn:CogComp:id:1856;What foods contain the most protein ?;Food
urn:CogComp:id:1388;Which Vietnamese terrorist is now a UN delegate in Doonesbury ?;Agent
urn:CogComp:id:3719;What are the four most widely-used languages in North America ?;Language
urn:CogComp:id:2386;Who is the sexiest women in the world ?;Agent
urn:CogComp:id:3236;Who wrote the Bible ?;Agent
urn:CogComp:id:1540;What is the largest variety of cactus ?;String
urn:CogComp:id:1217;What animals can live the longest without food ?;Species
urn:CogComp:id:2681;What is the fine for having a dog on a beach ?;Number
urn:CogComp:id:2993;How far is Yaroslavl from Moscow ?;Number
urn:CogComp:id:1191;What 's the second-lightest element ?;ChemicalSubstance
urn:CogComp:id:1542;What did Aaron Hass write ?;Work
urn:CogComp:id:3301;What is the definition of the Scrabble word ` syzygy ' ?;String
urn:CogComp:id:3324;What exactly is radiation ?;String
urn:CogComp:id:2539;What was the alternate to VHS ?;Number
urn:CogComp:id:953;How many James Bond novels are there ?;Number
urn:CogComp:id:4330;What card game derived its name from biritch , or Russian Whist ?;Activity
urn:CogComp:id:732;What is Mississippi 's state animal ?;Species
urn:CogComp:id:1156;Which Bourbon king was restored to the French throne during Napoleon 's abdication ?;Agent
urn:CogComp:id:3294;Independent silversmith 's account for what percentage of silver production ?;Number
urn:CogComp:id:2982;What is the best online games site ?;Number
urn:CogComp:id:2156;What is the abbreviated term used for the National Bureau of Investigation ?;String
urn:CogComp:id:1062;Where can I find a list of all the companies in America that offer a direct stock purchase plan ?;Number
urn:CogComp:id:2616;What do goldfish lose if kept in dimly-lit or running water ?;Number
urn:CogComp:id:1167;What was a Mae West on a World War II battleship ?;String
urn:CogComp:id:3222;What two vessels fought the first sea battle between iron-covered ships ?;MeanOfTransportation
urn:CogComp:id:3636;What school does Tom attend in Tom Brown 's School Days ?;Agent
urn:CogComp:id:2938;How long does James Bond like his eggs boiled ?;Number
urn:CogComp:id:3140;What country borders Denmark to the south ?;Place
urn:CogComp:id:143;What is the busiest air travel season ?;DateTime
urn:CogComp:id:3577;What is the definition of a witch ?;String
urn:CogComp:id:2782;What baseball great plugged Mr. Coffee ?;Agent
urn:CogComp:id:717;What city is the setting for Puccini 's opera La Boheme ?;Place
urn:CogComp:id:1819;What does Tiffany mean ?;String
urn:CogComp:id:2502;What happens to the female body with lack of sleep and food ?;String
urn:CogComp:id:4360;What do river otters eat ?;Food
urn:CogComp:id:4171;What king boycotted Prince Charles 's wedding ?;Agent
urn:CogComp:id:395;What does G.M.T. stand for ?;String
urn:CogComp:id:4777;What is the Islamic equivalent of the Red Cross ?;TopicalConcept
urn:CogComp:id:1365;How many years old is Benny Carter ?;Number
urn:CogComp:id:4504;How many hummingbird eggs could fit in one ostrich egg ?;Number
urn:CogComp:id:595;How many quarters equal a pound ?;Number
urn:CogComp:id:3952;What Scottish poet penned To a Mouse and To a Louse ?;Agent
urn:CogComp:id:2914;What country would you visit to ski in the Dolomites ?;Place
urn:CogComp:id:2326;Who invented the Wonderbra ?;Agent
urn:CogComp:id:3766;What is a `` False Moon '' ?;String
urn:CogComp:id:3440;What joins white wine to put the spritz in a Spritzer ?;Food
urn:CogComp:id:3851;Who discovered imaginary numbers ?;Agent
urn:CogComp:id:4132;Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?;Agent
urn:CogComp:id:4537;Define Spumante .;String
urn:CogComp:id:2143;What 's the meaning of the zoological term ruminant ?;String
urn:CogComp:id:1571;What is the horsepower of the shuttle boosters ?;Number
urn:CogComp:id:4079;Who shot Lee Harvey Oswald ?;Agent
urn:CogComp:id:1122;What does Las Vegas mean ?;String
urn:CogComp:id:2786;Where is Mile High Stadium ?;Number
urn:CogComp:id:2967;What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?;Place
urn:CogComp:id:2504;How many warmup pitches does a reliever get coming into a baseball game ?;Number
urn:CogComp:id:3465;What does it take to be a hero ?;Number
urn:CogComp:id:675;How many pairs of legs does a lobster have ?;Number
urn:CogComp:id:2808;What are the best ways to improve employee morale at low cost ?;TopicalConcept
urn:CogComp:id:3348;What is the best-selling television soundtrack of all time ?;Work
urn:CogComp:id:728;In what year did Ireland elect its first woman president ?;DateTime
urn:CogComp:id:412;What is the speed of the Mississippi River ?;Number
urn:CogComp:id:3146;Where do you find the answers for all these questions ?;Number
urn:CogComp:id:1516;What is the definition of ` graphic details ' ?;String
urn:CogComp:id:825;What astronomical phenomenon takes place in Jan. 1999 ?;Event
urn:CogComp:id:3267;What is a serigraph ?;String
urn:CogComp:id:3974;What is a `` node '' in computer terms ?;String
urn:CogComp:id:616;Where is the Kentucky Horse Park located ?;Number
urn:CogComp:id:114;What is a transistor ?;String
urn:CogComp:id:417;What film or films has Jude Law appeared in ?;Work
urn:CogComp:id:3069;What prison is found in Ossining , New York ?;Number
urn:CogComp:id:1625;What song did Patti Page set people dancing to in 1950 ?;Work
urn:CogComp:id:4888;How many propellers helped power the plane the Wright brothers flew into history ?;Number
urn:CogComp:id:4185;Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?;Agent
urn:CogComp:id:2896;What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?;Agent
urn:CogComp:id:4615;What soft drink held a national flavor poll in 1967 ?;Food
urn:CogComp:id:2082;Where can I find book reviews of `` Turbulent Souls '' ?;Number
urn:CogComp:id:753;What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?;Work
urn:CogComp:id:2546;How many cards are dealt to each player in Gin Rummy ?;Number
urn:CogComp:id:3969;What is the largest city in Texas ?;Place
urn:CogComp:id:3373;What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?;Work
urn:CogComp:id:4107;Who was Confucius ?;String
urn:CogComp:id:2444;What television network flogged its sports programming on Inga Nielsen 's body in 197 ?;Agent
urn:CogComp:id:4380;What does a pedometer measure ?;Number
urn:CogComp:id:1066;How big is a quart ?;Number
urn:CogComp:id:3913;What relative of Leo Tolstoy translated War and Peace eight times ?;Agent
urn:CogComp:id:3498;How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?;Number
urn:CogComp:id:2738;How many people in Tucson ?;Number
urn:CogComp:id:4000;What 's the international radio code word for the letter F ?;String
urn:CogComp:id:1568;What are names of two old men who appear in the serial tv Muppets Show ?;Agent
urn:CogComp:id:2427;What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?;Agent
urn:CogComp:id:3746;What was the name of Sergeant Preston of the Yukon 's lead dog ?;Species
urn:CogComp:id:4583;What is a society ruled by elders ?;Agent
urn:CogComp:id:1687;Where does Mother Angelica live ?;Number
urn:CogComp:id:851;What is Australia Day ?;String
urn:CogComp:id:3546;Hitler came to power in Germany in what year ?;DateTime
urn:CogComp:id:895;What are the most common breeding birds in the U.S. ?;Species
urn:CogComp:id:335;Where can I find a case on Individuals with Disabilities Education Act of 1991 ?;Number
urn:CogComp:id:2839;Who famously rode to warn the people of Massachusetts that the British were coming ?;Agent
urn:CogComp:id:3087;What was the man 's name who was killed in a duel with Aaron Burr ?;Agent
urn:CogComp:id:1348;What army 's motto is Blood and Fire ?;Agent
urn:CogComp:id:1015;When was the slinky invented ?;DateTime
urn:CogComp:id:2816;What New York City landmark has 168 steps to its crown ?;Number
urn:CogComp:id:1631;What is a person called that likes fire ?;Agent
urn:CogComp:id:2489;What do the 12 days of Christmas mean ?;String
urn:CogComp:id:3730;What country is the largest diamond producer ?;Place
urn:CogComp:id:3251;What is the per-capita income of Colombia , South America ?;Number
urn:CogComp:id:4578;What U.S. state comes last in an alphabetical list ?;Place
urn:CogComp:id:2070;How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?;Number
urn:CogComp:id:4452;What are three ways in which wind is created on the earth ?;TopicalConcept
urn:CogComp:id:4823;What wild and crazy guy wrote a book called Cruel Shoes ?;Agent
urn:CogComp:id:1635;Who made the musical plea Be True to Your School ?;Agent
urn:CogComp:id:2479;Madonna advertises for what soft drink ?;Food
urn:CogComp:id:2265;Who is Stephen Hawking ?;String
urn:CogComp:id:2959;What is the name of the president of Garmat U.S.A ?;Agent
urn:CogComp:id:4675;What fool is not so wise To lose an oath to win a paradise ?;Agent
urn:CogComp:id:3059;How many Russians have landed on the moon ?;Number
urn:CogComp:id:2141;What is the name of a Salt Lake City newspaper ?;Work
urn:CogComp:id:3118;What series of trials followed World War II ?;Event
urn:CogComp:id:4669;What is Larry King 's occupation ?;String
urn:CogComp:id:4045;How much in miles is a ten K run ?;Number
urn:CogComp:id:3356;What does the term glory hole mean ?;String
urn:CogComp:id:2744;What is the largest county in size in Massachusetts ?;Number
urn:CogComp:id:3506;What kind of species is the monster in the film `` Jaws '' ?;Species
urn:CogComp:id:1679;How many milligrams are in a gram ?;Number
urn:CogComp:id:4249;What is the West Virginia state animal ?;Species
urn:CogComp:id:3147;What is thermal equilibrium ?;String
urn:CogComp:id:2294;What is the protection rate of using condoms ?;Number
urn:CogComp:id:580;Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?;Agent
urn:CogComp:id:1470;Who is stationed at Camp Swampy in the comic strips ?;Agent
urn:CogComp:id:4070;What is Columbia Tristar 's phone number ?;Number
urn:CogComp:id:3343;How big is a baby bald eagle ?;Number
urn:CogComp:id:3672;What is the movie Jonathan Livingstone Seagull ?;Work
urn:CogComp:id:559;Who is the youngest of the Beatles ?;Agent
urn:CogComp:id:2849;How many chemical elements are there ?;Number
urn:CogComp:id:512;What wrestling star became `` The Incredible Hulk '' ?;Agent
urn:CogComp:id:1081;What mountainous region of the world is the Lhasa Apso dog native to ?;Number
urn:CogComp:id:1664;Who was the first governor of West Virginia ?;Agent
urn:CogComp:id:1012;Where did guinea pigs originate ?;Number
urn:CogComp:id:1931;What is a courier ?;String
urn:CogComp:id:1150;Where can I look at a perpetual calendar ?;Number
urn:CogComp:id:2838;What is Butterfield 8 in Butterfield 8 ?;String
urn:CogComp:id:116;What Hollywood dog died in the arms of Jean Harlow in 1932 ?;Species
urn:CogComp:id:740;What does NAFTA stand for ?;String
urn:CogComp:id:4747;What are the five basic swimming strokes ?;TopicalConcept
urn:CogComp:id:3675;What is a fear of children ?;Disease
urn:CogComp:id:830;What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?;Agent
